Participant_Number;Shape;Condition;Adaptivity;Trial;Timestamp;Time_s;Category;Action;Step
322;A;A3;AT;1;15:37.24;00:01:1030;Trial;loaded;0
322;A;A3;AT;1;15:37.32;00:09:9218;MediumBar;Correct placement;0
322;A;A3;AT;1;15:38.11;00:47:47566;MediumBar;Incorrect placement;1
322;A;A3;AT;1;15:38.23;01:00:60530;ShortBar;Incorrect placement;1
322;A;A3;AT;1;15:38.28;01:04:64730;ShortBar;Incorrect placement;1
322;A;A3;AT;1;15:38.32;01:09:69507;ShortBar;Incorrect placement;1
322;A;A3;AT;1;15:38.37;01:14:74006;ShortBar;Correct placement;1
322;A;A3;AT;1;15:38.46;01:23:83530;LongBar;Incorrect placement;2
322;A;A3;AT;1;15:38.50;01:26:86716;LongBar;Incorrect placement;2
322;A;A3;AT;1;15:38.54;01:30:90669;LongBar;Incorrect placement;2
322;A;A3;AT;1;15:39.01;01:38:98187;LongBar;Correct placement;2
322;A;A3;AT;1;15:39.12;01:48:108757;LongBar;Correct placement;3
