Participant_Number;Scene;Trial;Timestamp;Time_s;Category;Action;Step
42069;Practice;1;11:15.02;02:05:125670;Experiment;started;0
42069;Practice;1;11:15.23;02:26:146979;3_ BarGreen;Correct placement;n/a
42069;Practice;1;11:15.23;02:26:146979;Step;completed;0
42069;Practice;1;11:15.36;02:40:160269;4_BarGreen;Incorrect placement;1
42069;Practice;1;11:15.46;02:49:169465;4_BarGreen;Correct placement;n/a
42069;Practice;1;11:15.46;02:49:169465;Step;completed;1
42069;Practice;1;11:16.10;03:13:193903;5_BarGreen;Correct placement;n/a
42069;Practice;1;11:16.10;03:13:193903;Step;completed;2
42069;Practice;1;11:16.26;03:29:209729;6_BarGreen;Correct placement;n/a
42069;Practice;1;11:16.26;03:29:209729;Step;completed;3
42069;Practice;1;11:16.44;03:47:227984;7_BarGreen;Correct placement;n/a
42069;WA_A2_AT;1;11:17.09;04:12:252227;Experiment;started;0
42069;WB_A2_AT;1;11:17.43;04:45:285759;Experiment;started;0
42069;WB_A2_AT;1;11:18.18;05:21:321547;5_BarGreen;Correct placement;n/a
42069;WB_A2_AT;1;11:18.18;05:21:321547;Step;completed;0
42069;WB_A2_AT;1;11:18.44;05:46:346629;5_BarGreen;Correct placement;n/a
42069;WB_A2_AT;1;11:18.44;05:46:346629;Step;completed;1
42069;WB_A2_AT;1;11:18.52;05:55:355017;5_BarGreen;Correct placement;n/a
42069;WB_A2_AT;1;11:18.52;05:55:355017;Step;completed;2
42069;WB_A2_AT;1;11:19.21;06:23:383986;8_BarGreen;Correct placement;n/a
42069;WB_A2_AT;1;11:19.21;06:23:383986;Step;completed;3
42069;WB_A2_AT;1;11:19.58;07:01:421064;6_BarGreen;Correct placement;n/a
